road,way_id,seq,lat,lon,average_green
Wyeverne Road,36829633,1,51.587213,-2.967703,0.001299
Conway Croft,36829639,1,51.585666,-2.964669,0.107722
Rochester Road,36829641,1,51.587537,-2.973051,3.80E-05
Walmer Road,36829643,1,51.586728,-2.969767,0.001594
Oxford Street,36829644,1,51.588363,-2.976094,0.0142065
Dewstow Street,36829652,1,51.583244,-2.973361,0.140625
Hathaway Street,36829655,1,51.583335,-2.973267,0.3589175
Redvers Street,36829657,1,51.583333,-2.972312,0.006912
Caldicot Street,36829658,1,51.583191,-2.972895,0.046034
Portskewett Street,36829662,1,51.582038,-2.975246,0.1645715
Slade Street,36829666,1,51.58246,-2.972606,0.0136355
Oakley Street,36829671,1,51.582651,-2.970468,0.0249485
Conway Road,36830104,1,51.587996,-2.975025,0.092799
Methuen Road,36830383,1,51.588802,-2.983457,0.0515565
Oriel Road,36830385,1,51.588835,-2.982163,0.0262125
Jeffrey Street,36830386,1,51.588588,-2.980985,0.0010655
Duckpool Road,36830390,1,51.590821,-2.979568,0.0108285
Duckpool Road,36830391,1,51.592369,-2.980671,0.0005045
Friars Road,36832414,1,51.581159,-3.001143,0.194586
Castle Park Close,36832416,1,51.577956,-3.026851,0.101909
Park View,36832417,1,51.57892,-3.037662,0.0745595
Nash Road,36832655,1,51.580275,-2.957854,0.12755
Seven Stiles Avenue,36875951,1,51.575622,-2.943149,0.1042165
Stow Park Circle,36875953,1,51.582586,-3.00957,0.7626085
Central Avenue,36875957,1,51.575475,-2.943402,0.19509
Lower Dock Street,36875962,1,51.582766,-2.989107,0.117605
King Street,36875963,1,51.582304,-2.992714,0.037258
Clytha Square,36875966,1,51.580686,-2.994431,0.214657
King Lane,36875968,1,51.582328,-2.993198,0.0077075
Queen Street,36875969,1,51.581778,-2.994625,0.21812
Seven Stiles Avenue,36875970,1,51.574664,-2.945022,0.028181
Upton Road,36875978,1,51.583789,-3.014367,0.0417735
Ombersley Road,36875980,1,51.582805,-3.011722,0.189048
West Park Road,36875981,1,51.58248,-3.014555,0.00662
Stow Park Crescent,36875982,1,51.582621,-3.006541,0.2765635
Bassaleg Road,36875983,1,51.583186,-3.009975,0.0222985
Stow Park Circle,36876291,1,51.582741,-3.009498,0.755762
Hilla Road,36878733,1,51.585521,-3.008191,0.0270655
Westfield Road,36878734,1,51.586917,-3.009608,0.993567
Devon Place,36878735,1,51.58841,-3.003231,0.0893455
Serpentine Road,36878736,1,51.588882,-3.003591,0.30448
Godfrey Road,36878737,1,51.588824,-3.003718,0.2968945
Mill Street,36878738,1,51.590267,-2.998936,0.0636375
Dewsland Park Road,36887165,1,51.582561,-3.000628,0.0249865
Clytha Square,36887167,1,51.58129,-2.995925,0.124209
Masefield Vale,36887170,1,51.574726,-3.013273,0.3433315
Granville Street,36887171,1,51.584268,-2.988201,0.1054005
Lee Way,36887173,1,51.568311,-2.952184,0.185153
Lake Road,36887174,1,51.568512,-2.94761,0.0929615
Leeway Court,36887175,1,51.572549,-2.945883,0.1128495
Clearwater Road,36887177,1,51.570215,-2.944613,0.392476
Balfe Road,36887181,1,51.585237,-2.945163,0.029563
Aberthaw Road,36887182,1,51.587307,-2.940489,0.090266
Hendre Farm Drive,36887183,1,51.586825,-2.939063,0.0841555
Aberthaw Road,36887184,1,51.585364,-2.945563,0.090205
Broadwater Road,36887187,1,51.570632,-2.947802,0.093728
Freshwater Road,36887189,1,51.570993,-2.943772,0.1500515
Aberthaw Avenue,36887195,1,51.585648,-2.945411,0.2033065
Frederick Street,36887196,1,51.577611,-2.98868,0.0008495
Cardiff Road,36887198,1,51.581196,-2.993655,0.0163915
Commercial Road,36887200,1,51.582384,-2.992522,0.0123145
Commercial Road,36887201,1,51.582563,-2.992219,0.0335995
Commercial Street,36887202,1,51.582503,-2.992491,0.0203735
Usk Way,36887204,1,51.580834,-2.985031,0.1224735
Usk Way,36887205,1,51.581239,-2.985331,0.096771
Lower Dock Street,36889302,1,51.58094,-2.985349,0.069712
Keynsham Avenue,36889871,1,51.58119,-2.996084,0.1774595
Palmyra Place,36893448,1,51.583347,-2.993082,0.0226535
Ffordd Camlas,36918769,1,51.588182,-3.040082,0.042894
Cwrt Camlas,36918770,1,51.588526,-3.038005,0.1531265
Allt-yr-Yn Heights,36920413,1,51.592677,-3.013779,0.4116885
Allt-Yr-Yn Heights,36920414,1,51.592715,-3.013052,0.259674
Allt-Yr-Yn Heights,36920415,1,51.592032,-3.013967,0.2183495
Mons Close,36920416,1,51.594217,-3.010129,0.090968
Allt-Yr-Yn Close,36920418,1,51.592243,-3.011232,0.131376
Allt-Yr-Yn Court,36920419,1,51.595268,-3.009803,0.129525
Allt-Yr-Yn Way,36920421,1,51.597308,-3.006914,0.542196
Evesham Court,36920422,1,51.596504,-3.005605,0.3804675
Sedgemoor Court,36920423,1,51.595342,-3.005445,0.093556
Marston Court,36920425,1,51.596546,-3.005094,0.1368505
Upper Power Street,36920427,1,51.595311,-3.003587,0.522744
Goodrich Crescent,36920430,1,51.599403,-3.002776,0.001052
Goodrich Crescent,36920431,1,51.598132,-3.00104,0.0013025
Goodrich Crescent,36920432,1,51.599876,-3.002204,0.022935
Walford Street,36920433,1,51.599421,-3.002658,0.009812
Queen's Close,36920434,1,51.594184,-3.001322,0.2054935
Queen's Croft,36920435,1,51.593933,-2.999956,0.0559985
Highcroft Road,36920437,1,51.593527,-3.010675,0.167379
Allt-Yr-Yn Close,36920438,1,51.593319,-3.010568,0.0972655
Allt-Yr-Yn View,36920439,1,51.59379,-3.01272,0.1197985
Lucas Street,36920440,1,51.591721,-2.998485,0.0143945
Rose Street,36920441,1,51.591722,-2.99919,0.0101085
Locke Street,36920442,1,51.590995,-2.999021,0.000112
Locke Street,36920443,1,51.590822,-2.999725,0.000112
Factory Road,36920446,1,51.590894,-2.997018,0.06853
Hopefield,36920447,1,51.596188,-3.001806,0.0913245
Canal Street,36920451,1,51.596344,-2.999378,0.008955
Dos Road,36920452,1,51.596747,-2.999946,0.197356
Shaftesbury Street,36920457,1,51.595074,-2.997969,0.1404495
Queen's Hill,36920459,1,51.594809,-2.998268,0.1225525
Queen's Hill,36920460,1,51.59478,-2.998446,0.2821705
Allt-Yr-Yn Road,36920461,1,51.593707,-3.012698,0.213456
Allt-yr-yn Avenue,36920462,1,51.590665,-3.007316,0.2301245
Allt-yr-yn Avenue,36920463,1,51.587681,-3.02325,0.5933675
Belvedere Terrace,36921112,1,51.596106,-3.000981,4.25E-05
Harlequin Drive,36921113,1,51.595178,-2.9998,0.0787575
Power Street,36921114,1,51.596822,-3.001563,0.085475
Bosworth Drive,36921115,1,51.596754,-3.005206,0.4974865
Lambert Street,36921116,1,51.596834,-3.00276,0.176261
Stamford Court,36921117,1,51.594694,-3.005301,0.066195
Diwedd Camlas,36921123,1,51.589779,-3.039872,0.029119
Fields Park Gardens,36940238,1,51.588924,-3.014621,0.532963
Sorrel Drive,36940239,1,51.592893,-3.004379,0.1325595
Coriander Close,36940240,1,51.591215,-3.006579,0.2346935
Cae Perllan Road,36941011,1,51.575007,-3.013361,0.268672
Aubrey Hames Close,36941012,1,51.576891,-3.007175,0.111233
Aubrey Hames Close,36941013,1,51.57675,-3.006919,0.0632005
Llandaff Street,36941014,1,51.578756,-3.004515,0.366449
Victoria Road,36941017,1,51.583497,-2.99609,0.104702
York Place,36941019,1,51.584151,-3.003733,0.1828135
Brynhyfryd Avenue,36941021,1,51.583498,-3.004807,0.0821095
Brynhyfryd Road,36941022,1,51.582858,-3.005049,0.0322885
Paul's End Court,36941026,1,51.58339,-2.994529,0.272322
Clytha Park Road,36941325,1,51.588182,-3.006717,0.220685
Stow Park Crescent,36941327,1,51.582269,-3.00674,0.606727
Coldra Road,36948394,1,51.578907,-3.005666,0.106427
Gaer Street,36948395,1,51.577292,-3.006697,0.002638
Park Square,36948396,1,51.58331,-2.994579,0.312107
Victoria Road,36948397,1,51.58354,-2.995854,0.1592615
Allt-Yr-Yn Close,36948398,1,51.592428,-3.011045,0.1693725
Allt-Yr-Yn Close,36948399,1,51.592436,-3.010646,0.0493495
Allt-Yr-Yn Crescent,36948400,1,51.595678,-3.008437,0.049188
Barrack Hill,36948401,1,51.596775,-3.00639,0.073627
Lambert Close,36948523,1,51.595557,-3.004381,0.2399405
The Rosegarden,36948897,1,51.589,-3.013847,0.577804
Cwm Lane,36963892,1,51.591428,-3.042198,0.388606
Cwm Lane,36963893,1,51.591567,-3.042237,0.830609
Cefn Road,36971662,1,51.591186,-3.049531,0.1390345
Ruskin Avenue,36971663,1,51.5914,-3.049921,0.135851
Ruskin Avenue,36971664,1,51.591584,-3.049809,0.3290605
Cefn Road,36971665,1,51.591421,-3.05017,0.400709
Cefn Road,36971666,1,51.591458,-3.050346,0.3616335
Stow Hill,37120008,1,51.582766,-3.005477,0.197739
Brynglas Drive,37392377,1,51.606129,-2.999396,0.0308555
Chelston Place,37392379,1,51.599385,-2.998928,0.0018995
Colts Foot Close,37392380,1,51.591974,-3.004867,0.1084875
Redland Street,37392381,1,51.59941,-2.998819,0.012859
Comfrey Close,37392382,1,51.592744,-3.007082,0.306195
Alderney Street,37392383,1,51.599135,-2.992973,0.038208
The Turnstiles,37392384,1,51.600018,-2.992877,0.0440245
Redland Street,37392385,1,51.598935,-2.999013,0.0087195
Shrewsbury Close,37392389,1,51.59406,-2.994768,0.611969
Adelaide Street,37392390,1,51.597643,-2.994776,0.2115975
Prospect Street,37392392,1,51.59884,-3.000165,0.0152685
Malmesbury Close,37392393,1,51.594445,-2.994821,0.331139
Glastonbury Close,37392394,1,51.594756,-2.995453,0.3411325
Campion Close,37392395,1,51.592372,-3.005613,0.075858
Adelaide Street,37392396,1,51.597358,-2.994923,0.0281225
Aragon Street,37392397,1,51.599638,-2.995227,0.047467
Salisbury Close,37392398,1,51.595463,-2.995637,0.131377
Bryn Bevan,37392399,1,51.604818,-2.999984,0.5918095
Lyne Road,37392400,1,51.59539,-2.996614,0.1592375
Shaftesbury Street,37392402,1,51.59503,-2.996279,0.466072
Brynglas Road,37392403,1,51.60711,-2.998167,0.151866
Hoskins Street,37392404,1,51.595967,-2.99444,0
Aston Crescent,37392405,1,51.602394,-2.99992,0.073807
Edwin Street,37392406,1,51.596483,-2.997685,0.188347
Glassworks Cottages,37392407,1,51.602908,-2.993851,0.0734665
Ailesbury Street,37392408,1,51.597361,-2.997168,0.05052
The Turnstiles,37392409,1,51.600019,-2.993819,0.064398
Ledbury Drive,37392410,1,51.59596,-2.9949,0.223324
Bryn Bevan,37392411,1,51.604264,-2.999233,0.1109715
Brynglas Crescent,37392414,1,51.600744,-2.998175,0.0016575
Ross Street,37392415,1,51.601329,-3.002187,0.020885
Redland Street,37392416,1,51.600644,-2.998136,0.0045815
Malpas Road,37392417,1,51.600293,-3.002908,0.063585
St Vincent Road,37392418,1,51.590714,-2.989476,0.0380885
Brynglas Avenue,37392419,1,51.604819,-2.997219,0.1481235
Aragon Street,37392420,1,51.599535,-2.996622,0.0144875
Argyle Street,37392421,1,51.597621,-2.996466,0.096382
Waterside Court,37392422,1,51.602715,-2.99264,0.170653
Agincourt Street,37392423,1,51.597294,-2.9979,0.3162765
Tetbury Close,37392424,1,51.59586,-2.994984,0.583318
Canterbury Close,37392425,1,51.593976,-2.994668,0.2623865
Grafton Road,37392429,1,51.589668,-2.991479,0.0133395
Beresford Road,37392430,1,51.589998,-2.990045,0.0038185
Colne Street,37392431,1,51.587736,-2.989318,0.0419005
Rodney Road,37392432,1,51.585941,-2.985705,0.083401
Redland Street,37392433,1,51.59882,-2.999057,0.0039855
Brynglas Court,37392434,1,51.605522,-3.000586,0.2833695
Brynglas Close,37392435,1,51.607585,-2.998814,0.4619955
Brynglas Road,37392436,1,51.607059,-2.998313,0.11516
Crindau Road,37392437,1,51.600736,-2.998996,0.236748
Spring Street,37392438,1,51.600052,-2.999332,0.0017015
Bryn Bevan,37392439,1,51.603308,-2.997775,0.073097
Pant Road,37392440,1,51.600849,-3.003132,0.011371
Shaftesbury Street,37413122,1,51.596051,-2.997728,0.2149155
Shaftesbury Street,37413123,1,51.595198,-2.997129,0.125796
Kingsway,37413124,1,51.588477,-2.994244,0.307289
Heidenheim Drive,37413125,1,51.589699,-2.995188,0.000112
Heidenheim Drive,37413126,1,51.590525,-2.995913,0.4942075
Heidenheim Drive,37413127,1,51.590451,-2.9957,0.0457765
Kingsway,37413128,1,51.589592,-2.994954,0.0013185
Shaftesbury Street,37413129,1,51.590472,-2.995595,0.179144
Heidenheim Drive,37418850,1,51.592759,-2.997037,0.2198465
Lyne Road,37418914,1,51.595149,-2.996822,0.113391
Uplands Court,37489060,1,51.591974,-3.055528,0.0603855
Heidenheim Drive,37550433,1,51.595272,-2.99752,0.0815895
Heidenheim Drive,37550434,1,51.59557,-2.997825,0.120673
Rivermead Way,37570145,1,51.59665,-3.076812,0.5569445
Azalea Road,37570146,1,51.596896,-3.077459,0.1294835
Rivermead Way,37570147,1,51.59527,-3.072153,0.498666
Rivermead Way,37570148,1,51.595149,-3.071573,0.6863175
Rivermead Way,37570149,1,51.59576,-3.066802,0.0021375
Rivermead Way,37570150,1,51.59593,-3.066487,0.526039
Little Oaks View,37570735,1,51.594198,-3.054646,0.3420665
Groes Road,37570736,1,51.593995,-3.054971,0.5438685
Great Oaks Park,37570738,1,51.59623,-3.057776,0.000112
Cefn Road,37571283,1,51.594557,-3.061177,0.198492
Cefn Road,37571286,1,51.594279,-3.05685,0.0831485
Campanula Drive,37576821,1,51.596843,-3.07208,0.369044
Duffryn Close,37576822,1,51.579459,-3.053058,0.1923
St John's Crescent,37576823,1,51.589989,-3.059785,0.137246
Tregwilym Road,37576824,1,51.58951,-3.059957,0.348844
Hatherleigh,37720233,1,51.591328,-2.956825,0.0521
Beechcroft Road,37720234,1,51.593151,-2.962182,0.150537
Upper Tennyson Road,37720237,1,51.591235,-2.969492,0.073484
Coleridge Road,37720238,1,51.588154,-2.966112,0.000112
Hatherleigh,37720239,1,51.591086,-2.957298,0.270742
Crescent Road,37720240,1,51.593806,-2.974149,0.07922
Beechwood Crescent,37720241,1,51.590388,-2.964131,0.2340785
Walden Grange Close,37720242,1,51.589897,-2.958321,0.0473
Priory View,37720243,1,51.604402,-2.917272,0.0809035
Kensington Place,37720246,1,51.589548,-2.975627,0.197378
Beechdale Road,37720247,1,51.591497,-2.962967,0.277793
Rosendale Court,37720248,1,51.590585,-2.970311,0.4515395
Priory Crescent,37720249,1,51.6047,-2.914625,0.0822375
Clevedon Road,37720250,1,51.59148,-2.970851,0.2712585
Priory Gardens,37720251,1,51.605363,-2.914723,0.0700625
Oaklands Road,37720252,1,51.591199,-2.972325,0.5333255
Priory Drive,37720253,1,51.605073,-2.916307,0.2155485
St. John's Road,37720254,1,51.590674,-2.974692,0.396449
Priory Gardens,37720255,1,51.605402,-2.916173,0.1229785
Forest Close,37720256,1,51.593415,-2.970207,0.1484935
Woodland Park Road,37720258,1,51.592905,-2.971196,0.701105
Priory Grove,37720259,1,51.604838,-2.917347,0.33151
Fforest Glade,37720260,1,51.592247,-2.969627,0.2676075
Priory Crescent,37720261,1,51.604265,-2.914641,0.1086155
Priory Way,37720262,1,51.604202,-2.91609,0.1832165
Bridge Street,37720265,1,51.587544,-3.000403,0.1548685
Wordsworth Road,37720274,1,51.589598,-2.970018,0.20549
Milton Road,37720276,1,51.58945,-2.969745,0.171621
Shelley Road,37720278,1,51.589256,-2.97058,0.3933665
Farmwood Close,37720279,1,51.59026,-2.953678,0.0169205
Old Hill,37720283,1,51.599637,-2.94503,0.9039505
Pillmawr Road,37720285,1,51.610953,-3.00369,0.028961
Old Hill Crescent,37720287,1,51.599487,-2.945184,0.5254955
Royal Oak Drive,37720288,1,51.597526,-2.938429,0.177986
Old Hill Crescent,37720289,1,51.599081,-2.946297,0.468712
Lawrence Hill,37720290,1,51.589016,-2.959961,0.420853
Royal Oak Drive,37720291,1,51.597822,-2.937571,0.181223
Royal Oak Hill,37720292,1,51.598076,-2.939964,0.000112
Woodland Road,37720293,1,51.592918,-2.971361,0.547883
Fforest Glade,37720294,1,51.592902,-2.970018,0.5449865
Eveswell Park Road,37720295,1,51.591547,-2.970986,0.1527195
Swinburne Close,37720296,1,51.590783,-2.966863,0.0271155
Chaucer Road,37720297,1,51.59069,-2.967886,0.1070435
Tennyson Road,37720298,1,51.588566,-2.970806,0.124559
Eveswell Park Road,37720299,1,51.589935,-2.972001,0.147666
Batchelor Road,37720300,1,51.589758,-2.971896,0.106393
Kensington Gardens,37720302,1,51.591778,-2.972853,0.2723375
Royal Oak Drive,37720306,1,51.597804,-2.938165,0.184142
Royal Oak Drive,37720307,1,51.598501,-2.93814,0.123567
Carey Road,37720308,1,51.588621,-2.96266,0.03329
Gibbs Road,37720309,1,51.592973,-2.958624,0.020742
Lawrence Hill Avenue,37720310,1,51.589355,-2.960847,0.152181
Beechfield Avenue,37720311,1,51.591099,-2.959446,0.0748375
Penylan Road,37720312,1,51.590074,-2.960584,0.131483
Whitstone Road,37720313,1,51.591773,-2.95888,0.0257155
Glanmor Crescent,37720314,1,51.590503,-2.95954,0.056088
Farmwood Close,37720315,1,51.59077,-2.95411,0.2070445
Lawrence Hill,37720316,1,51.589681,-2.958343,0.000112
Glanmor Park Avenue,37720317,1,51.591679,-2.958852,0.0259205
Queensway,37720988,1,51.587772,-3.000734,0.124408
Bridge Street,37720990,1,51.587267,-3.002058,0.0062475
Bridge Street,37720991,1,51.587333,-3.001492,0.3232325
Baneswell Road,37720995,1,51.587484,-2.998516,0
Caxton Place,37720996,1,51.587186,-2.99967,0.0015955
Heidenheim Drive,37721028,1,51.595682,-2.997737,0.069929
Heidenheim Drive,37721029,1,51.594151,-2.997345,0.168418
Heidenheim Drive,37721030,1,51.593971,-2.997185,0.154442
Christchurch Road,37721137,1,51.594924,-2.951661,0.2691795
Christchurch Road,37721138,1,51.595471,-2.95044,0.312677
George Street Bridge,37740325,1,51.584589,-2.983556,0.0306555
Clarence Place,37740326,1,51.590728,-2.992567,0.041389
Tunnel Terrace,37779364,1,51.585027,-3.004617,0.20703
George Street Bridge,37779365,1,51.582992,-2.987313,0.0653225
Canal Parade,37779948,1,51.585203,-2.990131,0.178032
Mellon Street,37779949,1,51.583892,-2.990923,0
Dumfries Place,37779950,1,51.583842,-2.990573,0
Powell's Place,37779951,1,51.583545,-2.990118,0.0022205
Lower George Street,37779952,1,51.582901,-2.98686,0.1131505
Granville Lane,37779953,1,51.583642,-2.988499,0.0203565
Emlyn Street,37779954,1,51.585402,-2.9903,0.0635435
Skinner Street,37779958,1,51.587973,-2.996652,0
Robert Close,37779959,1,51.576146,-2.995921,0.0411315
Belle Vue Terrace,37779960,1,51.577485,-2.997856,0.0189295
Price Close,37779961,1,51.575373,-2.995444,0.4116675
Arthur Street,37779963,1,51.576902,-2.995116,0.1266635
Lime Close,37779964,1,51.574577,-2.99571,0.043184
Oswald Road,37779965,1,51.574402,-2.994415,0.129105
Jeddo Close,37779966,1,51.574187,-2.995308,0.17741
Marion Street,37779967,1,51.573276,-2.994385,0.209408
Pottery Terrace,37779970,1,51.575246,-2.992013,0.601006
Marion Place,37779971,1,51.574608,-2.991363,0.068685
Brunel Street,37779972,1,51.572313,-2.990033,3.50E-06
Greenwich Road,37779982,1,51.569342,-3.003559,0.1758935
Greenwich Road,37779985,1,51.570017,-3.004564,0.1286925
Greenwich Road,37779986,1,51.570371,-3.004875,0.2530775
Port Road,37779987,1,51.571211,-3.004101,0.2726025
Usk Way,37779988,1,51.569673,-2.993572,0.266611
Clifton Place,37779989,1,51.583484,-2.99922,0.3256725
North Street,37779990,1,51.584748,-2.998023,0.0180895
Scard Street,37779991,1,51.586309,-2.998857,0.001062
Bailey Street,37779992,1,51.586984,-2.998945,0.0032225
Scard Street,37779993,1,51.586312,-2.998035,0.1695145
Victoria Crescent,37779994,1,51.585876,-2.999038,0.0769775
East Street,37779995,1,51.587139,-2.999977,0.0020815
Blewitt Street,37779996,1,51.587056,-2.999959,1.35E-05
Graham Street,37779998,1,51.583844,-3.002165,0.074705
York Place,37779999,1,51.582757,-3.000945,0.174476
Windsor Terrace,37780000,1,51.585589,-3.003404,0.176843
Kingsmill Terrace,37780001,1,51.585151,-3.003981,0.3608265
Jones Street,37780003,1,51.584702,-3.000582,3.50E-06
St Woolos Road,37780004,1,51.585167,-3.000648,0.0485975
St Julian Street,37780005,1,51.58412,-3.000652,0.0052575
St. Woolos Place,37780006,1,51.583627,-3.000351,0.006405
St. Mary Street,37780007,1,51.585471,-3.001904,0.010701
St Edward Street,37780008,1,51.58522,-3.001195,0.07282
William Lovett Gardens,37780009,1,51.585502,-3.003773,0.177793
Albert Terrace,37780010,1,51.587119,-3.001632,0.155029
Clyffard Crescent,37780011,1,51.585444,-3.002082,0.1116235
Beaufort Terrace,37780012,1,51.585321,-2.999633,0.0058995
West Street,37780013,1,51.585969,-2.999644,0.0046935
North Street,37780015,1,51.587743,-2.998387,0.034059
Alexandra Road,37780019,1,51.575152,-2.987736,0.0426745
Baldwin Close,37780021,1,51.574106,-2.994016,0.054078
Adeline Street,37780022,1,51.574223,-2.989254,0.211986
Oswald Road,37780023,1,51.57347,-2.993536,0.124524
Jeddo Street,37780025,1,51.575344,-2.991985,0.590879
Courtybella Terrace,37780026,1,51.576024,-2.990562,0.162336
Courtybella Terrace,37780027,1,51.575855,-2.989755,0.403258
Baldwin Street,37780028,1,51.575798,-2.989888,0
West Street,37780065,1,51.587099,-2.999771,5.35E-05
Kingsway,37780330,1,51.583932,-2.991862,0.070038
Greenwich Road,37780332,1,51.569271,-3.003725,0.24337
North Street,37780509,1,51.585617,-2.997909,0.017738
Skinner Street,37790330,1,51.588298,-2.994579,0
St. Julian's Avenue,37835231,1,51.597914,-2.98121,0.01895
Tudor Road,37835232,1,51.600582,-2.979255,0.2088405
Carlton Road,37835236,1,51.599723,-2.977409,0.199236
Denbigh Road,37835237,1,51.600833,-2.979946,0.1246485
Heather Road,37835238,1,51.59684,-2.966137,0.3095225
Elaine Crescent,37835239,1,51.598989,-2.975487,0.051885
Hubert Road,37835240,1,51.599191,-2.97979,0.0482895
Firbank Avenue,37835241,1,51.594895,-2.968513,0.1813415
Constable Drive,37835242,1,51.60088,-2.968098,0.125355
Monet Crescent,37835243,1,51.596925,-2.96227,0.249578
Beaufort Road,37835244,1,51.600452,-2.963511,0.157677
Firbank Avenue,37835245,1,51.597024,-2.965358,0.414127
Firbank Avenue,37835246,1,51.597289,-2.964558,0.3110665
Burton Road,37835247,1,51.601877,-2.969993,0.112399
Piper Close,37835248,1,51.600983,-2.963328,0.3424865
Renoir Road,37835249,1,51.59961,-2.962282,0.1475195
